gender,age,race,age_partner,attractiveness,sincerity,intelligence,funny,ambitious,shared_interests,race_partner,field_study,from,match
male,23,Caucasian American,22,sligthly_above,9,9,8,9,7,Asian-American,Business/Econ/Finance,"Portland, OR",1
male,24,Caucasian American,23,slightly_below,7,10,6,10,1,Caucasian American,"Social Science, Psychologist",Michigan,1
male,25,Hispanic American,23,below,7,8,9,6,2,Caucasian American,Architecture,Miami,1
male,28,Caucasian American,30,average,8,8,7,7,7,Hispanic American,Engineering,"Dallas, Texas",1
male,28,Caucasian American,36,sligthly_above,10,9,10,9,7,African American,Engineering,"Dallas, Texas",1
male,27,Other,30,average,5,7,5,7,5,Hispanic American,Engineering,"Bombay, India",1
female,23,Asian-American,27,above,8,8,8,7,9,Caucasian American,Political Science/International Affairs,New Jersey,1
female,23,Asian-American,24,sligthly_above,7,8,8,7,8,Other,Political Science/International Affairs,New Jersey,1
female,23,Asian-American,27,sligthly_above,7,7,7,4,5,Caucasian American,Political Science/International Affairs,New Jersey,1
female,33,Hispanic American,27,sligthly_above,6,6,9,8,7,Caucasian American,"Education, Academia","Palo Alto, CA",1
female,32,Caucasian American,34,above,10,10,8,9,8,Caucasian American,Biological Sciences/Chemistry/Physics,New York,1
female,32,Caucasian American,30,sligthly_above,7,7,7,7,7,Caucasian American,Biological Sciences/Chemistry/Physics,New York,1
female,26,Hispanic American,27,sligthly_above,7,8,10,8,9,Hispanic American,Political Science/International Affairs,New Mexico,1
female,26,Hispanic American,27,sligthly_above,9,9,8,9,8,Caucasian American,Political Science/International Affairs,New Mexico,1
female,26,Hispanic American,25,above,8,9,10,9,6,Caucasian American,Political Science/International Affairs,New Mexico,1
female,26,Hispanic American,26,sligthly_above,8,8,7,6,5,Asian-American,Political Science/International Affairs,New Mexico,1
female,24,Caucasian American,27,sligthly_above,9,9,9,9,7,Hispanic American,Biological Sciences/Chemistry/Physics,Brooklyn,1
female,24,Caucasian American,27,average,6,6,5,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,Brooklyn,1
female,24,Caucasian American,24,sligthly_above,8,8,8,7,7,Other,Biological Sciences/Chemistry/Physics,Brooklyn,1
female,24,Caucasian American,25,above,8,10,8,8,8,Caucasian American,Biological Sciences/Chemistry/Physics,Brooklyn,1
female,21,Asian-American,23,average,8,9,7,7,4,Asian-American,"Education, Academia",CALIFORNIA,1
female,33,Caucasian American,30,sligthly_above,8,8,9,8,8,Caucasian American,"Social Science, Psychologist",New York,1
female,33,Caucasian American,27,above,10,8,9,8,9,Caucasian American,"Social Science, Psychologist",New York,1
female,33,Caucasian American,27,sligthly_above,7,7,7,7,8,Caucasian American,"Social Science, Psychologist",New York,1
female,33,Caucasian American,24,sligthly_above,8,7,8,8,7,Other,"Social Science, Psychologist",New York,1
female,33,Caucasian American,27,sligthly_above,8,7,7,7,5,Caucasian American,"Social Science, Psychologist",New York,1
female,33,Caucasian American,29,above,10,10,10,10,10,Hispanic American,"Social Science, Psychologist",New York,1
female,33,Caucasian American,27,above,8,6,8,5,8,Caucasian American,"Social Science, Psychologist",New York,1
female,31,Caucasian American,27,sligthly_above,7,7,8,7,8,Caucasian American,Biological Sciences/Chemistry/Physics,New Jersey,1
female,31,Caucasian American,24,sligthly_above,8,7,8,7,6,Other,Biological Sciences/Chemistry/Physics,New Jersey,1
female,31,Caucasian American,29,above,9,9,9,10,9,Hispanic American,Biological Sciences/Chemistry/Physics,New Jersey,1
female,35,Asian-American,30,sligthly_above,7,8,7,7,7,Caucasian American,"Education, Academia",Taiwan,1
female,35,Asian-American,27,above,9,9,9,9,7,Hispanic American,"Education, Academia",Taiwan,1
female,35,Asian-American,25,average,8,8,4,5,4,Caucasian American,"Education, Academia",Taiwan,1
female,35,Asian-American,29,above,6,9,9,9,9,Hispanic American,"Education, Academia",Taiwan,1
female,35,Asian-American,27,sligthly_above,6,5,6,6,6,Caucasian American,"Education, Academia",Taiwan,1
female,29,Other,23,sligthly_above,8,7,7,7,8,Asian-American,"Education, Academia",Taiwan,1
female,29,Other,27,sligthly_above,9,9,8,8,7,Hispanic American,"Education, Academia",Taiwan,1
female,29,Other,25,sligthly_above,10,9,6,6,3,Caucasian American,"Education, Academia",Taiwan,1
female,25,Asian-American,25,average,10,9,5,5,6,Caucasian American,"Education, Academia",Taiwan,1
female,22,Caucasian American,30,average,8,8,8,8,8,Caucasian American,"Social Science, Psychologist",Manhattan,1
female,22,Caucasian American,27,sligthly_above,7,7,9,8,8,Hispanic American,"Social Science, Psychologist",Manhattan,1
female,22,Caucasian American,30,sligthly_above,6,7,8,7,6,Caucasian American,"Social Science, Psychologist",Manhattan,1
female,22,Caucasian American,27,sligthly_above,7,7,9,8,7,Caucasian American,"Social Science, Psychologist",Manhattan,1
female,22,Caucasian American,24,sligthly_above,8,8,8,8,9,Other,"Social Science, Psychologist",Manhattan,1
female,22,Caucasian American,25,above,9,10,10,10,10,Caucasian American,"Social Science, Psychologist",Manhattan,1
female,22,Caucasian American,27,average,8,7,10,7,10,Caucasian American,"Social Science, Psychologist",Manhattan,1
female,22,Caucasian American,27,sligthly_above,7,6,7,7,8,Caucasian American,"Social Science, Psychologist",Manhattan,1
female,24,Caucasian American,27,above,8,9,9,9,8,Caucasian American,"Social Science, Psychologist",NJ,1
female,27,Caucasian American,27,above,7,8,6,7,7,Caucasian American,"Social Science, Psychologist",Pennsylvania,1
female,27,Asian-American,24,sligthly_above,9,8,8,7,7,Other,"Education, Academia","atlanta, ga",1
female,27,Asian-American,30,above,8,7,6,7,8,Asian-American,"Education, Academia","atlanta, ga",1
female,27,Asian-American,25,above,9,8,8,7,9,Asian-American,"Education, Academia","atlanta, ga",1
female,26,Asian-American,27,sligthly_above,7,8,8,8,7,Caucasian American,Business/Econ/Finance,California and New York,1
female,26,Asian-American,25,above,10,10,10,10,10,Asian-American,Business/Econ/Finance,California and New York,1
female,26,Caucasian American,30,sligthly_above,8,8,7,7,7,Caucasian American,English/Creative Writing/Journalism,California,1
female,26,Caucasian American,27,sligthly_above,7,8,8,6,7,Caucasian American,English/Creative Writing/Journalism,California,1
female,26,Caucasian American,25,above,9,10,8,9,9,Caucasian American,English/Creative Writing/Journalism,California,1
female,24,Other,27,above,8,8,6,7,7,Hispanic American,"Social Science, Psychologist","New Delhi, India",1
female,24,Other,25,sligthly_above,10,10,8,5,4,Caucasian American,"Social Science, Psychologist","New Delhi, India",1
female,24,Other,27,sligthly_above,7,8,2,5,7,Caucasian American,"Social Science, Psychologist","New Delhi, India",1
female,24,Other,27,average,9,9,7,8,5,Caucasian American,"Social Science, Psychologist","New Delhi, India",1
male,34,Caucasian American,32,below,5,5,5,5,5,Caucasian American,Law,Bronx Science,1
male,30,Caucasian American,32,average,5,7,7,7,5,Caucasian American,Law,Spain,1
male,30,Caucasian American,33,average,7,9,7,8,8,Caucasian American,Law,Spain,1
male,30,Caucasian American,35,sligthly_above,7,7,7,7,7,Asian-American,Law,Spain,1
male,30,Caucasian American,22,average,10,10,10,7,10,Caucasian American,Law,Spain,1
male,23,Asian-American,21,above,9,10,8,7,6,Asian-American,Engineering,"nashville, TN",1
male,23,Asian-American,29,average,8,8,7,7,8,Other,Engineering,"nashville, TN",1
male,27,Hispanic American,26,above,9,9,9,7,7,Hispanic American,Business/Econ/Finance,Miami,1
male,27,Hispanic American,24,average,8,8,10,9,6,Caucasian American,Business/Econ/Finance,Miami,1
male,27,Hispanic American,35,sligthly_above,8,8,8,8,8,Asian-American,Business/Econ/Finance,Miami,1
male,27,Hispanic American,29,sligthly_above,9,8,8,6,9,Other,Business/Econ/Finance,Miami,1
male,27,Hispanic American,24,average,8,7,7,8,5,Other,Business/Econ/Finance,Miami,1
male,30,Caucasian American,22,above,10,8,9,7,9,Caucasian American,Business/Econ/Finance,France,1
male,27,Caucasian American,23,sligthly_above,8,10,8,10,10,Asian-American,Business/Econ/Finance,Australia,1
male,27,Caucasian American,26,sligthly_above,8,8,8,8,8,Hispanic American,Business/Econ/Finance,Australia,1
male,27,Caucasian American,24,above,10,10,6,9,8,Caucasian American,Business/Econ/Finance,Australia,1
male,27,Caucasian American,31,average,9,9,7,7,8,Caucasian American,Business/Econ/Finance,Australia,1
male,27,Caucasian American,22,above,10,10,10,9,8,Caucasian American,Business/Econ/Finance,Australia,1
male,27,Caucasian American,24,above,8,7,8,8,9,Caucasian American,Business/Econ/Finance,Australia,1
male,27,Caucasian American,26,sligthly_above,8,8,8,8,7,Asian-American,Business/Econ/Finance,Australia,1
male,27,Caucasian American,33,average,8,7,8,5,8,Caucasian American,Political Science/International Affairs,"Toronto, Canada",1
male,24,Other,23,below,8,8,8,7,6,Asian-American,Political Science/International Affairs,UK/Turkey,1
male,24,Other,24,sligthly_above,10,9,9,7,8,Caucasian American,Political Science/International Affairs,UK/Turkey,1
male,24,Other,33,average,8,6,8,7,8,Caucasian American,Political Science/International Affairs,UK/Turkey,1
male,24,Other,31,average,10,9,8,6,6,Caucasian American,Political Science/International Affairs,UK/Turkey,1
male,24,Other,22,sligthly_above,9,9,9,10,9,Caucasian American,Political Science/International Affairs,UK/Turkey,1
male,25,Caucasian American,26,average,6,7,9,8,9,Hispanic American,"Social Science, Psychologist","Boston, MA",1
male,25,Caucasian American,24,sligthly_above,10,8,10,6,5,Caucasian American,"Social Science, Psychologist","Boston, MA",1
male,25,Caucasian American,35,sligthly_above,8,8,7,7,6,Asian-American,"Social Science, Psychologist","Boston, MA",1
male,25,Caucasian American,29,sligthly_above,7,7,9,7,8,Other,"Social Science, Psychologist","Boston, MA",1
male,25,Caucasian American,22,average,10,8,10,6,10,Caucasian American,"Social Science, Psychologist","Boston, MA",1
male,25,Caucasian American,24,average,7,7,7,6,6,Other,"Social Science, Psychologist","Boston, MA",1
male,27,Caucasian American,23,average,5,6,5,6,5,Asian-American,Business/Econ/Finance,Chicago,1
male,27,Caucasian American,22,above,10,10,10,10,9,Caucasian American,Business/Econ/Finance,Chicago,1
male,27,Caucasian American,24,sligthly_above,7,6,6,6,7,Other,Business/Econ/Finance,Chicago,1
male,27,Caucasian American,22,average,8,7,7,6,6,Caucasian American,Business/Econ/Finance,Midwest USA,1
male,29,Hispanic American,31,sligthly_above,8,7,7,9,7,Caucasian American,Business/Econ/Finance,Costa Rica,1
male,29,Hispanic American,35,above,9,9,9,9,9,Asian-American,Business/Econ/Finance,Costa Rica,1
male,30,Asian-American,27,average,8,8,6,8,6,Asian-American,Business/Econ/Finance,SOUTH KOREA,1
male,27,Caucasian American,35,sligthly_above,8,8,8,8,8,Asian-American,Business/Econ/Finance,Yugoslavia,1
male,27,Caucasian American,24,above,5,6,6,5,3,Other,Business/Econ/Finance,Yugoslavia,1
male,25,Asian-American,27,average,8,9,7,9,7,Asian-American,Business/Econ/Finance,los angeles,1
male,25,Asian-American,26,above,10,10,10,10,10,Asian-American,Business/Econ/Finance,los angeles,1
male,26,Asian-American,26,average,7,7,7,6,8,Hispanic American,Business/Econ/Finance,new york,1
female,38,Caucasian American,26,average,5,7,7,6,10,Caucasian American,Business/Econ/Finance,"NYC, San Francisco",1
female,38,Caucasian American,29,average,8,6,7,7,7,Asian-American,Business/Econ/Finance,"NYC, San Francisco",1
female,33,African American,27,sligthly_above,7,7,7,5,5,Asian-American,Film,Chicago,1
female,33,African American,23,sligthly_above,9,9,8,7,5,Caucasian American,Film,Chicago,1
female,24,Caucasian American,23,sligthly_above,7,7,7,7,8,Caucasian American,Film,California,1
female,24,Caucasian American,29,above,9,9,9,9,6,Caucasian American,Film,California,1
female,28,Caucasian American,23,sligthly_above,7,7,5,5,5,Caucasian American,Film,New York City,1
female,28,Caucasian American,27,sligthly_above,8,7,8,6,7,Asian-American,Film,New York City,1
female,28,Caucasian American,24,sligthly_above,7,7,8,6,6,Hispanic American,Film,New York City,1
female,28,Caucasian American,29,above,10,10,8,9,4,Caucasian American,Film,New York City,1
female,27,Caucasian American,24,sligthly_above,8,7,7,7,8,Caucasian American,"Education, Academia",Massachusetts,1
female,27,Caucasian American,27,sligthly_above,9,9,8,8,8,Caucasian American,"Education, Academia",Massachusetts,1
female,23,Caucasian American,26,sligthly_above,7,7,9,8,6,Caucasian American,"Education, Academia",Connecticut,1
female,23,Caucasian American,24,sligthly_above,7,8,9,6,7,Caucasian American,"Education, Academia",Connecticut,1
female,23,Caucasian American,23,sligthly_above,9,8,8,7,6,Caucasian American,"Education, Academia",Connecticut,1
female,23,Caucasian American,27,sligthly_above,8,8,7,8,8,Caucasian American,"Education, Academia",Connecticut,1
female,23,Caucasian American,29,above,10,10,10,10,8,Caucasian American,"Education, Academia",Connecticut,1
female,25,Caucasian American,27,sligthly_above,8,6,8,8,8,Asian-American,"Education, Academia",Oregon,1
female,25,Caucasian American,23,sligthly_above,8,8,7,7,8,Caucasian American,"Education, Academia",Oregon,1
female,25,Caucasian American,27,above,10,5,7,3,5,Caucasian American,"Education, Academia",Oregon,1
female,25,Caucasian American,29,above,10,10,10,10,5,Caucasian American,"Education, Academia",Oregon,1
female,26,Caucasian American,24,average,8,8,9,8,8,Caucasian American,"Social Science, Psychologist",New York,1
female,26,Caucasian American,27,sligthly_above,8,8,9,8,7,Caucasian American,"Social Science, Psychologist",New York,1
female,25,Caucasian American,26,average,7,7,6,6,6,Caucasian American,"Social Science, Psychologist",New Jersey,1
female,25,Caucasian American,24,sligthly_above,8,8,8,7,6,Caucasian American,"Social Science, Psychologist",New Jersey,1
female,25,Caucasian American,34,above,10,8,10,6,5,Caucasian American,"Social Science, Psychologist",New Jersey,1
female,25,Caucasian American,27,above,8,7,9,9,8,Caucasian American,"Social Science, Psychologist",New Jersey,1
female,25,Caucasian American,29,above,10,10,5,8,5,Caucasian American,"Social Science, Psychologist",New Jersey,1
female,21,Caucasian American,26,sligthly_above,6,8,7,7,3,Caucasian American,Law,Florida and Virginia,1
female,21,Caucasian American,31,sligthly_above,5,7,7,7,3,Caucasian American,Law,Florida and Virginia,1
female,21,Caucasian American,23,sligthly_above,6,8,8,8,7,Caucasian American,Law,Florida and Virginia,1
female,21,Caucasian American,24,sligthly_above,7,8,8,7,8,Hispanic American,Law,Florida and Virginia,1
female,21,Caucasian American,23,average,8,9,8,8,6,Caucasian American,Law,Florida and Virginia,1
female,21,Caucasian American,27,sligthly_above,5,8,4,10,5,Caucasian American,Law,Florida and Virginia,1
female,21,Caucasian American,26,above,8,6,7,6,7,Caucasian American,Law,Florida and Virginia,1
female,30,Asian-American,23,below,9,7,6,6,1,Caucasian American,"Education, Academia",Hong Kong,1
female,30,Asian-American,29,average,6,5,4,3,0,Caucasian American,"Education, Academia",Hong Kong,1
female,30,Asian-American,31,average,5,5,5,5,5,Caucasian American,"Education, Academia",Hong Kong,1
female,28,Caucasian American,27,sligthly_above,8,8,4,5,8,Caucasian American,English/Creative Writing/Journalism,Maryland,1
female,22,Caucasian American,24,average,9,8,8,8,7,Caucasian American,English/Creative Writing/Journalism,Long Island,1
female,22,Caucasian American,27,average,7,6,6,4,7,Asian-American,English/Creative Writing/Journalism,Long Island,1
female,22,Caucasian American,29,above,10,10,7,7,6,Caucasian American,English/Creative Writing/Journalism,Long Island,1
female,33,Caucasian American,26,average,7,8,7,7,8,Caucasian American,English/Creative Writing/Journalism,Los Angeles,1
female,33,Caucasian American,27,sligthly_above,8,8,8,8,8,Asian-American,English/Creative Writing/Journalism,Los Angeles,1
female,25,Asian-American,24,average,8,9,8,8,7,Hispanic American,Fine Arts/Arts Administration,Hawaii and Los Angeles,1
female,25,Asian-American,29,sligthly_above,8,8,6,8,4,Caucasian American,Fine Arts/Arts Administration,Hawaii and Los Angeles,1
male,24,Caucasian American,22,sligthly_above,8,8,8,7,7,Caucasian American,Law,New Jersey,1
male,29,Caucasian American,23,above,10,10,10,7,6,Caucasian American,Business/Econ/Finance,Italy,1
male,29,Caucasian American,25,sligthly_above,5,8,10,8,5,Caucasian American,Business/Econ/Finance,Italy,1
male,29,Caucasian American,25,sligthly_above,9,9,9,9,8,Caucasian American,Business/Econ/Finance,Italy,1
male,29,Caucasian American,26,sligthly_above,8,9,10,9,6,Caucasian American,Business/Econ/Finance,Italy,1
male,29,Caucasian American,22,sligthly_above,8,8,7,6,6,Caucasian American,Business/Econ/Finance,Italy,1
male,29,Caucasian American,24,average,7,8,6,8,6,Caucasian American,Business/Econ/Finance,Chicago,1
male,26,Caucasian American,38,sligthly_above,9,9,6,9,8,Caucasian American,Business/Econ/Finance,Italy,1
male,26,Caucasian American,23,above,10,10,10,10,10,Caucasian American,Business/Econ/Finance,Italy,1
male,26,Caucasian American,25,sligthly_above,9,9,8,9,8,Caucasian American,Business/Econ/Finance,Italy,1
male,31,Caucasian American,21,sligthly_above,10,10,2,8,3,Caucasian American,Business/Econ/Finance,Germany,1
male,29,Asian-American,38,sligthly_above,9,9,8,9,5,Caucasian American,Math,Korea,1
male,22,Caucasian American,22,sligthly_above,9,7,7,6,5,Caucasian American,Engineering,Paris,1
male,23,Caucasian American,28,sligthly_above,8,8,6,8,4,Caucasian American,Engineering,France,1
male,23,Caucasian American,23,above,10,9,10,10,7,Caucasian American,Engineering,France,1
male,23,Caucasian American,25,above,8,8,8,8,7,Caucasian American,Engineering,France,1
male,23,Caucasian American,26,above,8,8,8,7,7,Caucasian American,Engineering,France,1
male,23,Caucasian American,24,sligthly_above,7,7,7,7,8,Caucasian American,Engineering,France,1
male,27,Asian-American,33,average,5,5,5,5,5,African American,Business/Econ/Finance,Minneapolis,1
male,27,Asian-American,28,sligthly_above,8,8,10,8,8,Caucasian American,Business/Econ/Finance,Minneapolis,1
male,27,Asian-American,25,sligthly_above,7,8,9,10,6,Caucasian American,Business/Econ/Finance,Minneapolis,1
male,27,Asian-American,22,sligthly_above,8,8,8,7,7,Caucasian American,Business/Econ/Finance,Minneapolis,1
male,24,Caucasian American,23,above,10,10,7,9,9,Caucasian American,Film,New Jersey,1
male,24,Caucasian American,25,sligthly_above,8,8,8,8,8,Caucasian American,Film,New Jersey,1
male,24,Hispanic American,28,sligthly_above,6,6,8,6,8,Caucasian American,Political Science/International Affairs,NYC,1
male,24,Hispanic American,25,above,10,8,10,10,10,Caucasian American,Political Science/International Affairs,NYC,1
male,24,Hispanic American,25,above,8,8,8,8,8,Caucasian American,Political Science/International Affairs,NYC,1
male,24,Hispanic American,21,above,10,10,10,10,10,Caucasian American,Political Science/International Affairs,NYC,1
male,24,Hispanic American,25,sligthly_above,9,9,9,8,6,Asian-American,Political Science/International Affairs,NYC,1
male,23,Caucasian American,33,sligthly_above,8,8,8,8,8,African American,Engineering,france,1
male,23,Caucasian American,24,sligthly_above,8,8,8,8,9,Caucasian American,Engineering,france,1
male,23,Caucasian American,23,sligthly_above,10,10,6,8,7,Caucasian American,Engineering,france,1
male,23,Caucasian American,25,above,9,9,9,9,7,Caucasian American,Engineering,france,1
male,27,Caucasian American,25,above,10,10,10,7,7,Caucasian American,Business/Econ/Finance,"Austin, TX",1
male,27,Caucasian American,28,sligthly_above,9,8,8,6,6,Caucasian American,Business/Econ/Finance,"Austin, TX",1
male,34,Caucasian American,25,sligthly_above,9,9,8,9,8,Caucasian American,Business/Econ/Finance,Washington DC,1
male,27,Caucasian American,23,sligthly_above,10,10,10,10,7,Caucasian American,Business/Econ/Finance,New Jersey,1
male,27,Caucasian American,25,sligthly_above,7,8,8,8,7,Caucasian American,Business/Econ/Finance,New Jersey,1
male,29,Caucasian American,24,sligthly_above,8,6,6,7,5,Caucasian American,Business/Econ/Finance,New Jersey,1
male,29,Caucasian American,28,sligthly_above,8,8,7,8,7,Caucasian American,Business/Econ/Finance,New Jersey,1
male,29,Caucasian American,23,above,8,9,7,10,7,Caucasian American,Business/Econ/Finance,New Jersey,1
male,29,Caucasian American,25,sligthly_above,8,9,9,9,8,Caucasian American,Business/Econ/Finance,New Jersey,1
male,29,Caucasian American,22,sligthly_above,7,7,6,7,6,Caucasian American,Business/Econ/Finance,New Jersey,1
male,29,Caucasian American,25,average,9,9,6,9,5,Asian-American,Business/Econ/Finance,New Jersey,1
female,25,Hispanic American,26,above,9,9,8,9,8,Caucasian American,"Social Science, Psychologist",Miami,1
female,25,Hispanic American,30,average,8,7,7,6,7,Caucasian American,"Social Science, Psychologist",Miami,1
female,25,Hispanic American,24,above,8,7,8,9,8,Asian-American,"Social Science, Psychologist",Miami,1
female,25,Hispanic American,24,sligthly_above,6,5,8,5,8,Caucasian American,"Social Science, Psychologist",Miami,1
female,25,Hispanic American,27,sligthly_above,8,8,9,9,6,Caucasian American,"Social Science, Psychologist",Miami,1
female,29,Caucasian American,26,sligthly_above,9,8,8,8,9,Caucasian American,"Social Science, Psychologist",Greece/Germany,1
female,28,Caucasian American,26,sligthly_above,9,9,7,9,7,Caucasian American,Social Work,Colorado,1
female,22,Caucasian American,26,above,9,9,9,8,9,Caucasian American,Social Work,Indiana,1
female,22,Caucasian American,24,sligthly_above,7,7,8,8,7,Asian-American,Social Work,Indiana,1
female,25,Asian-American,30,sligthly_above,8,6,7,7,6,Caucasian American,Social Work,California,1
female,25,Asian-American,27,sligthly_above,6,6,7,6,8,Asian-American,Social Work,California,1
male,26,Caucasian American,25,average,7,6,8,7,4,Hispanic American,Business/Econ/Finance,Florida,1
male,26,Caucasian American,29,average,7,7,6,8,6,Caucasian American,Business/Econ/Finance,Florida,1
male,26,Caucasian American,28,average,7,6,6,5,8,Caucasian American,Business/Econ/Finance,Florida,1
male,26,Caucasian American,22,above,10,10,9,10,10,Caucasian American,Business/Econ/Finance,Florida,1
male,30,Caucasian American,25,sligthly_above,5,7,8,7,5,Hispanic American,Business/Econ/Finance,Canada,1
male,24,Asian-American,25,average,7,8,7,6,6,Hispanic American,Engineering,TN,1
male,24,Asian-American,22,sligthly_above,9,9,8,9,7,Caucasian American,Engineering,TN,1
male,24,Caucasian American,25,average,4,7,7,7,4,Hispanic American,Business/Econ/Finance,New Jersey,1
male,27,Asian-American,25,average,7,8,7,8,6,Hispanic American,Business/Econ/Finance,New York,1
male,27,Asian-American,25,sligthly_above,8,9,8,9,9,Asian-American,Business/Econ/Finance,New York,1
male,27,Caucasian American,25,sligthly_above,7,6,8,7,5,Hispanic American,Business/Econ/Finance,"Pittsburgh, PA",1
female,27,Asian-American,25,average,3,5,4,5,1,Caucasian American,"Education, Academia",Southern California,1
female,27,Asian-American,22,average,6,8,4,8,4,Caucasian American,"Education, Academia",Southern California,1
female,28,Caucasian American,25,sligthly_above,8,7,7,7,10,Caucasian American,Social Work,"Hastings-on-Hudson, NY",1
female,28,Caucasian American,30,average,8,8,8,6,6,Caucasian American,Social Work,"Hastings-on-Hudson, NY",1
female,28,Caucasian American,28,sligthly_above,8,8,6,4,5,Hispanic American,Social Work,"Hastings-on-Hudson, NY",1
female,28,Caucasian American,25,average,9,9,9,7,8,Caucasian American,Social Work,"Hastings-on-Hudson, NY",1
female,28,Caucasian American,29,sligthly_above,9,7,8,6,6,Asian-American,Social Work,"Hastings-on-Hudson, NY",1
female,28,Caucasian American,27,average,5,5,5,5,5,Asian-American,Social Work,"Hastings-on-Hudson, NY",1
female,30,Other,25,average,2,4,4,5,3,Caucasian American,Fine Arts/Arts Administration,Northern California,1
female,30,Other,28,average,8,7,7,4,3,Hispanic American,Fine Arts/Arts Administration,Northern California,1
female,27,Caucasian American,26,above,8,8,8,6,6,Asian-American,Social Work,Maryland,1
female,22,African American,24,sligthly_above,10,7,10,6,8,Caucasian American,Law,New Jersey,1
female,22,African American,22,average,7,8,6,6,7,Caucasian American,Law,New Jersey,1
female,22,African American,23,above,10,10,10,10,10,Other,Law,New Jersey,1
female,23,Caucasian American,22,sligthly_above,6,7,8,8,7,Caucasian American,Law,California,1
female,23,Caucasian American,23,above,10,10,10,10,10,Other,Law,California,1
female,23,Caucasian American,24,sligthly_above,8,8,8,7,8,Caucasian American,Social Work,North Carolina,1
female,23,Caucasian American,25,sligthly_above,5,5,4,2,0,Caucasian American,Social Work,North Carolina,1
female,23,Caucasian American,22,average,7,5,6,3,7,Caucasian American,Social Work,North Carolina,1
female,23,Caucasian American,28,sligthly_above,7,7,8,4,7,Hispanic American,Social Work,California,1
female,23,Caucasian American,25,average,7,7,7,7,7,Caucasian American,Social Work,California,1
female,29,Caucasian American,30,above,5,6,7,7,4,Caucasian American,"Education, Academia",Baltimore,1
female,29,Caucasian American,28,above,8,8,6,5,5,Hispanic American,"Education, Academia",Baltimore,1
female,29,Caucasian American,22,sligthly_above,7,7,8,6,7,Caucasian American,"Education, Academia",Baltimore,1
male,24,Caucasian American,22,sligthly_above,10,7,10,9,10,African American,Law,Boston,1
male,24,Caucasian American,23,sligthly_above,7,9,8,9,8,Caucasian American,Law,Boston,1
male,25,Caucasian American,27,sligthly_above,8,8,8,7,2,Asian-American,Law,poland,1
male,25,Caucasian American,28,sligthly_above,10,10,10,10,9,Caucasian American,Law,poland,1
male,25,Caucasian American,30,sligthly_above,7,7,5,6,5,Other,Law,poland,1
male,25,Caucasian American,23,sligthly_above,9,10,7,10,7,Caucasian American,Law,poland,1
male,30,Caucasian American,28,sligthly_above,7,8,7,9,10,Caucasian American,Political Science/International Affairs,"Burlington, Vermont",1
male,28,Hispanic American,28,below,9,9,6,9,7,Caucasian American,Business/Econ/Finance,"Bogota, Colombia",1
male,28,Hispanic American,30,above,8,8,5,7,5,Other,Business/Econ/Finance,"Bogota, Colombia",1
male,28,Hispanic American,23,average,4,7,3,7,6,Caucasian American,Business/Econ/Finance,"Bogota, Colombia",1
male,26,Asian-American,27,above,10,10,10,10,9,Caucasian American,Political Science/International Affairs,India,1
male,22,Caucasian American,27,above,8,9,9,5,2,Asian-American,Law,New York City,1
male,22,Caucasian American,23,above,10,10,10,10,10,Caucasian American,Law,New York City,1
male,22,Caucasian American,23,sligthly_above,6,9,10,9,9,Caucasian American,Law,New York City,1
male,23,Other,22,sligthly_above,7,8,9,10,7,African American,Law,New York,1
male,23,Other,23,above,10,10,10,10,10,Caucasian American,Law,New York,1
male,25,Caucasian American,28,average,10,10,9,10,10,Caucasian American,Political Science/International Affairs,Singapore,1
male,25,Caucasian American,23,average,6,8,7,9,2,Caucasian American,Political Science/International Affairs,Singapore,1
male,29,Asian-American,28,average,8,10,10,10,5,Caucasian American,Business/Econ/Finance,Singapore,1
male,27,Asian-American,28,below,9,10,5,10,10,Caucasian American,Law,"Shanghai, China",1
female,29,Asian-American,33,above,8,8,8,8,7,Caucasian American,Business/Econ/Finance,NJ,1
female,29,Asian-American,33,sligthly_above,7,7,7,6,5,Asian-American,Business/Econ/Finance,Hong Kong,1
female,29,Asian-American,33,average,7,7,9,9,8,Asian-American,Business/Econ/Finance,Hong Kong,1
male,33,Caucasian American,29,sligthly_above,8,7,7,7,6,Asian-American,History/Religion/Philosophy,"Cincinnati, Ohio",1
male,33,Asian-American,29,average,9,6,7,8,7,Asian-American,Engineering,"Cambridge, MA",1
male,33,Asian-American,29,sligthly_above,8,9,9,8,6,Asian-American,Business/Econ/Finance,Singapore,1
female,24,Caucasian American,23,sligthly_above,8,7,8,6,7,Caucasian American,Business/Econ/Finance,"CT, FL, TN",1
female,24,Caucasian American,30,sligthly_above,6,6,6,8,6,Caucasian American,Business/Econ/Finance,"CT, FL, TN",1
female,24,Caucasian American,28,sligthly_above,9,8,7,8,7,Caucasian American,Business/Econ/Finance,"CT, FL, TN",1
female,24,Caucasian American,29,above,6,8,7,10,7,Caucasian American,Business/Econ/Finance,"CT, FL, TN",1
female,24,Caucasian American,29,sligthly_above,7,8,7,6,7,Hispanic American,Business/Econ/Finance,"CT, FL, TN",1
female,24,Caucasian American,30,above,8,10,8,10,2,Other,Business/Econ/Finance,"CT, FL, TN",1
female,24,Caucasian American,32,sligthly_above,7,6,7,6,5,Other,Business/Econ/Finance,"CT, FL, TN",1
