"age","workclass","educatoin_num","marital_status","occupation","race","sex","hours_per_week","income"
21,"Private",10,"Single","White-Collar","Other","Female",40,"<=50K"
60,"Self-Employed",9,"Married","Blue-Collar","Amer-Indian-Eskimo","Male",50,"<=50K"
17,"Private",7,"Single","Service","White","Female",12,"<=50K"
43,"Private",14,"Married","White-Collar","White","Female",32,">50K"
49,"Government",13,"Married","White-Collar","White","Male",45,">50K"
41,"Private",13,"Separated","Professional","Black","Female",60,">50K"
38,"Private",10,"Divorced","Blue-Collar","White","Male",40,"<=50K"
38,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
35,"Private",12,"Married","White-Collar","White","Male",99,">50K"
40,"Private",10,"Single","Sales","White","Male",40,"<=50K"
23,"?",10,"Separated","?","White","Female",40,"<=50K"
19,"?",10,"Single","?","White","Female",40,"<=50K"
40,"Private",9,"Married","Blue-Collar","White","Male",60,">50K"
46,"Government",9,"Divorced","White-Collar","White","Female",40,"<=50K"
25,"Private",10,"Married","White-Collar","White","Female",22,"<=50K"
36,"Private",9,"Married","Blue-Collar","Black","Male",40,">50K"
24,"Private",12,"Single","Blue-Collar","White","Male",48,"<=50K"
62,"Private",9,"Married","Blue-Collar","White","Male",48,"<=50K"
54,"Private",1,"Married","Blue-Collar","Asian-Pac-Islander","Male",40,"<=50K"
23,"Private",13,"Married","White-Collar","White","Female",40,"<=50K"
60,"Private",9,"Married","White-Collar","White","Female",40,"<=50K"
18,"Self-Employed",9,"Single","Blue-Collar","White","Female",8,"<=50K"
41,"Government",10,"Married","White-Collar","Black","Female",40,"<=50K"
45,"Government",14,"Single","Professional","White","Female",40,"<=50K"
62,"Government",11,"Widowed","White-Collar","Black","Female",40,"<=50K"
28,"Private",13,"Married","Service","Black","Female",40,"<=50K"
36,"Self-Employed",10,"Married","White-Collar","White","Male",60,">50K"
31,"Private",9,"Single","Sales","White","Male",40,"<=50K"
44,"Private",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
33,"Self-Employed",9,"Separated","Blue-Collar","White","Male",50,"<=50K"
62,"Self-Employed",15,"Married","Professional","White","Male",16,"<=50K"
27,"Private",4,"Married","Service","White","Female",40,"<=50K"
42,"Government",11,"Divorced","White-Collar","Black","Female",40,">50K"
55,"Private",5,"Single","Blue-Collar","Black","Male",37,"<=50K"
41,"Private",9,"Single","Sales","White","Female",50,"<=50K"
26,"Private",10,"Married","White-Collar","White","Male",50,"<=50K"
45,"Private",10,"Married","White-Collar","White","Female",40,">50K"
67,"Self-Employed",9,"Widowed","Blue-Collar","White","Male",65,"<=50K"
25,"Private",11,"Married","Blue-Collar","White","Male",45,"<=50K"
30,"Self-Employed",9,"Married","Blue-Collar","White","Male",48,">50K"
22,"Private",13,"Single","White-Collar","White","Male",40,"<=50K"
19,"Private",10,"Single","Service","White","Male",20,"<=50K"
26,"Private",13,"Single","White-Collar","White","Female",45,"<=50K"
61,"Private",9,"Married","Blue-Collar","White","Male",50,"<=50K"
32,"Private",15,"Single","Sales","White","Female",50,">50K"
43,"Private",9,"Divorced","White-Collar","White","Female",40,"<=50K"
53,"Private",9,"Divorced","Service","White","Female",20,"<=50K"
53,"Government",10,"Divorced","White-Collar","White","Male",45,"<=50K"
42,"Self-Employed",8,"Divorced","Blue-Collar","White","Male",10,"<=50K"
36,"Private",9,"Married","White-Collar","White","Female",40,">50K"
55,"Self-Employed",13,"Married","White-Collar","White","Male",99,"<=50K"
35,"Government",13,"Married","Professional","White","Male",40,">50K"
17,"Private",7,"Single","Sales","White","Female",16,"<=50K"
55,"Self-Employed",15,"Divorced","Professional","White","Female",35,"<=50K"
36,"Private",9,"Married","White-Collar","White","Male",40,"<=50K"
40,"Government",14,"Married","Professional","White","Female",40,">50K"
54,"Self-Employed",6,"Divorced","Service","Black","Female",10,"<=50K"
45,"Self-Employed",13,"Divorced","Professional","White","Male",45,"<=50K"
48,"Private",10,"Married","Service","White","Male",40,">50K"
40,"Government",15,"Single","White-Collar","White","Male",60,">50K"
31,"Private",13,"Married","Professional","White","Male",50,"<=50K"
26,"Private",13,"Single","White-Collar","Asian-Pac-Islander","Male",40,"<=50K"
34,"Private",10,"Married","White-Collar","White","Female",40,">50K"
19,"Private",9,"Single","White-Collar","Other","Female",25,"<=50K"
31,"Government",12,"Married","Blue-Collar","White","Male",40,"<=50K"
34,"Private",9,"Single","Professional","White","Female",30,"<=50K"
55,"Government",14,"Married","White-Collar","White","Male",55,">50K"
38,"Private",10,"Married","Blue-Collar","White","Male",40,"<=50K"
21,"Private",9,"Single","Blue-Collar","White","Male",20,"<=50K"
27,"Private",4,"Married","Blue-Collar","White","Male",40,"<=50K"
35,"Private",9,"Separated","Service","Black","Male",40,"<=50K"
20,"Private",10,"Single","White-Collar","Other","Female",20,"<=50K"
24,"Self-Employed",11,"Single","Service","White","Female",38,"<=50K"
27,"Private",14,"Single","Service","White","Male",40,"<=50K"
18,"Government",7,"Single","Blue-Collar","White","Male",4,"<=50K"
28,"Government",10,"Married","White-Collar","White","Female",40,"<=50K"
36,"Private",9,"Divorced","Blue-Collar","White","Female",40,"<=50K"
66,"Private",10,"Married","Blue-Collar","White","Male",20,"<=50K"
19,"Private",10,"Single","Service","White","Female",15,"<=50K"
59,"Self-Employed",6,"Married","White-Collar","White","Female",36,"<=50K"
33,"Private",9,"Married","Blue-Collar","White","Male",46,"<=50K"
28,"Private",4,"Separated","Blue-Collar","White","Male",40,"<=50K"
34,"Private",13,"Single","Service","White","Male",40,"<=50K"
41,"Private",10,"Divorced","White-Collar","White","Female",55,"<=50K"
30,"Private",7,"Married","Blue-Collar","White","Male",45,"<=50K"
59,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
42,"Private",13,"Married","Sales","White","Male",60,"<=50K"
47,"Private",9,"Separated","Professional","Black","Female",38,">50K"
29,"Private",6,"Married","White-Collar","White","Female",40,"<=50K"
60,"Private",10,"Married","Blue-Collar","White","Male",50,">50K"
53,"Government",9,"Married","Blue-Collar","White","Male",35,"<=50K"
41,"Private",4,"Married","White-Collar","White","Male",60,"<=50K"
32,"Private",10,"Divorced","Sales","White","Female",30,"<=50K"
73,"?",9,"Widowed","?","White","Female",22,">50K"
20,"Private",9,"Single","Sales","White","Female",30,"<=50K"
49,"Private",14,"Married","Sales","White","Male",40,">50K"
36,"Government",13,"Single","Professional","White","Male",40,"<=50K"
33,"Government",10,"Divorced","White-Collar","White","Female",45,"<=50K"
25,"Private",10,"Single","Service","Asian-Pac-Islander","Female",34,"<=50K"
34,"?",9,"Married","?","Black","Male",10,"<=50K"
19,"?",10,"Single","?","Asian-Pac-Islander","Female",40,"<=50K"
40,"Government",12,"Married","Service","White","Male",40,"<=50K"
48,"Private",9,"Married","Blue-Collar","White","Male",44,"<=50K"
51,"Private",10,"Married","Blue-Collar","White","Male",50,"<=50K"
22,"Private",12,"Single","Blue-Collar","Black","Male",20,"<=50K"
34,"Private",10,"Married","Professional","Black","Male",50,"<=50K"
22,"Private",6,"Married","Sales","White","Female",40,"<=50K"
34,"Self-Employed",9,"Married","White-Collar","White","Male",40,"<=50K"
56,"Private",9,"Divorced","Service","White","Male",40,"<=50K"
49,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
36,"Private",13,"Single","Service","White","Female",40,"<=50K"
18,"Private",10,"Single","Sales","White","Female",20,"<=50K"
26,"Self-Employed",9,"Single","Blue-Collar","White","Male",50,"<=50K"
48,"Private",9,"Married","White-Collar","White","Male",50,"<=50K"
35,"Self-Employed",9,"Married","White-Collar","White","Male",40,"<=50K"
29,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
47,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
21,"Private",11,"Married","White-Collar","White","Female",12,"<=50K"
28,"Private",10,"Single","Sales","White","Female",50,"<=50K"
53,"Private",10,"Married","Blue-Collar","White","Male",40,">50K"
65,"Government",9,"Divorced","White-Collar","White","Female",40,"<=50K"
26,"Private",10,"Married","White-Collar","White","Female",40,"<=50K"
50,"Private",13,"Married","White-Collar","White","Male",50,">50K"
26,"Private",9,"Married","Blue-Collar","White","Male",50,"<=50K"
70,"Private",9,"Married","Professional","White","Male",20,"<=50K"
55,"Private",10,"Divorced","Blue-Collar","White","Male",40,"<=50K"
27,"Government",13,"Single","Blue-Collar","White","Male",35,"<=50K"
31,"Private",10,"Married","White-Collar","White","Male",40,">50K"
43,"Private",13,"Married","Sales","White","Male",55,">50K"
24,"Private",7,"Married","Blue-Collar","White","Male",40,"<=50K"
22,"Private",4,"Single","Service","White","Female",40,"<=50K"
26,"Private",9,"Single","Blue-Collar","Black","Female",40,"<=50K"
23,"Private",6,"Single","Blue-Collar","White","Female",40,"<=50K"
41,"Self-Employed",9,"Married","Blue-Collar","White","Male",60,"<=50K"
52,"Private",14,"Married","Sales","White","Male",40,"<=50K"
41,"Self-Employed",9,"Married","Blue-Collar","White","Female",40,"<=50K"
59,"Self-Employed",6,"Married","Blue-Collar","White","Male",40,"<=50K"
56,"Self-Employed",10,"Married","White-Collar","White","Female",50,">50K"
58,"Private",9,"Divorced","Blue-Collar","White","Male",48,">50K"
65,"Private",13,"Married","White-Collar","White","Male",40,">50K"
24,"Government",13,"Single","Professional","Asian-Pac-Islander","Male",40,"<=50K"
51,"Private",12,"Married","Sales","White","Male",45,">50K"
31,"Private",10,"Married","Blue-Collar","White","Male",45,"<=50K"
84,"Private",9,"Widowed","Professional","White","Female",16,"<=50K"
51,"Private",10,"Married","Blue-Collar","White","Male",40,"<=50K"
24,"Government",13,"Single","Professional","White","Male",50,"<=50K"
30,"Private",9,"Married","Blue-Collar","White","Male",45,"<=50K"
22,"Private",6,"Single","Service","White","Male",40,"<=50K"
30,"Private",14,"Single","Professional","White","Male",40,"<=50K"
47,"Private",10,"Divorced","White-Collar","White","Female",40,"<=50K"
19,"Private",9,"Single","Sales","White","Female",35,"<=50K"
43,"Self-Employed",10,"Divorced","White-Collar","White","Female",36,"<=50K"
30,"Private",13,"Single","White-Collar","White","Female",50,"<=50K"
46,"Private",14,"Divorced","White-Collar","White","Female",45,"<=50K"
49,"Government",13,"Married","Professional","White","Male",60,"<=50K"
37,"Private",3,"Single","Blue-Collar","White","Female",40,"<=50K"
42,"Private",14,"Single","White-Collar","White","Male",40,"<=50K"
57,"Private",10,"Married","Sales","White","Male",50,"<=50K"
46,"Private",12,"Single","White-Collar","White","Female",40,"<=50K"
23,"Private",10,"Single","Service","White","Female",20,"<=50K"
26,"Private",13,"Married","Blue-Collar","White","Male",58,">50K"
64,"Private",14,"Single","Professional","White","Female",8,"<=50K"
20,"Private",9,"Single","White-Collar","White","Female",40,"<=50K"
31,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
38,"Private",13,"Married","Service","White","Male",40,">50K"
44,"Private",10,"Divorced","Blue-Collar","White","Male",40,"<=50K"
42,"Self-Employed",11,"Married","Blue-Collar","Asian-Pac-Islander","Male",40,"<=50K"
23,"Private",13,"Single","White-Collar","White","Male",40,"<=50K"
31,"Government",14,"Married","Professional","White","Male",90,">50K"
35,"Self-Employed",7,"Married","Blue-Collar","White","Male",36,"<=50K"
30,"Self-Employed",10,"Divorced","Blue-Collar","White","Male",35,"<=50K"
35,"Private",9,"Divorced","Blue-Collar","White","Male",20,"<=50K"
40,"Private",9,"Married","White-Collar","White","Female",38,"<=50K"
18,"Private",7,"Single","Service","White","Female",20,"<=50K"
23,"Private",6,"Single","Blue-Collar","Asian-Pac-Islander","Male",30,"<=50K"
63,"Private",9,"Married","White-Collar","Black","Male",40,"<=50K"
20,"Government",9,"Single","Blue-Collar","White","Male",40,"<=50K"
50,"Government",14,"Married","White-Collar","White","Male",60,">50K"
49,"Private",14,"Married","Sales","White","Male",45,"<=50K"
53,"Self-Employed",6,"Married","Blue-Collar","White","Male",40,"<=50K"
34,"Private",9,"Separated","White-Collar","White","Female",40,"<=50K"
54,"Private",9,"Divorced","Blue-Collar","White","Male",56,">50K"
40,"Private",10,"Married","White-Collar","White","Male",40,">50K"
22,"Private",13,"Single","Sales","White","Female",40,"<=50K"
28,"Private",6,"Single","Blue-Collar","White","Male",35,"<=50K"
24,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
37,"Private",2,"Single","Service","White","Female",48,"<=50K"
62,"Private",9,"Married","Sales","White","Female",16,"<=50K"
19,"?",10,"Single","?","White","Male",40,"<=50K"
51,"Private",11,"Widowed","Professional","Asian-Pac-Islander","Female",40,"<=50K"
65,"Private",10,"Widowed","White-Collar","White","Female",40,"<=50K"
31,"Private",9,"Single","White-Collar","White","Female",8,"<=50K"
42,"Self-Employed",10,"Divorced","White-Collar","White","Male",90,">50K"
42,"Private",9,"Married","Service","Black","Female",35,"<=50K"
54,"Private",12,"Married","Blue-Collar","White","Male",40,"<=50K"
23,"Private",13,"Single","White-Collar","White","Female",60,"<=50K"
28,"Private",9,"Single","Service","White","Female",46,"<=50K"
42,"Private",7,"Divorced","Blue-Collar","White","Male",40,"<=50K"
30,"Private",9,"Single","White-Collar","Black","Male",40,"<=50K"
33,"Government",9,"Married","Blue-Collar","White","Male",40,"<=50K"
33,"Private",9,"Divorced","Service","White","Female",40,"<=50K"
39,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
27,"Private",7,"Married","Blue-Collar","White","Male",40,"<=50K"
20,"?",7,"Single","?","Black","Male",40,"<=50K"
62,"Private",3,"Married","Blue-Collar","Asian-Pac-Islander","Male",40,"<=50K"
17,"Private",6,"Single","Sales","White","Male",30,"<=50K"
58,"Private",10,"Divorced","White-Collar","Black","Female",55,">50K"
69,"Self-Employed",14,"Married","White-Collar","White","Male",40,">50K"
34,"Private",13,"Married","Professional","White","Male",42,">50K"
34,"Private",13,"Separated","Sales","White","Male",50,">50K"
20,"Private",9,"Single","Blue-Collar","White","Male",35,"<=50K"
64,"Government",10,"Married","White-Collar","White","Female",40,">50K"
27,"Private",10,"Married","Blue-Collar","White","Male",55,"<=50K"
41,"Private",9,"Married","White-Collar","White","Female",40,">50K"
40,"Private",4,"Married","Blue-Collar","White","Male",40,"<=50K"
53,"Government",14,"Married","White-Collar","White","Male",38,">50K"
44,"Private",16,"Single","Professional","White","Male",45,"<=50K"
37,"Private",3,"Single","White-Collar","White","Female",40,"<=50K"
46,"Private",13,"Married","Service","White","Male",60,">50K"
17,"Private",5,"Single","Blue-Collar","White","Male",20,"<=50K"
35,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
36,"Government",12,"Separated","White-Collar","White","Female",40,"<=50K"
49,"Government",9,"Married","Blue-Collar","White","Male",40,">50K"
48,"Private",15,"Divorced","Professional","White","Female",25,"<=50K"
26,"Private",13,"Single","Sales","White","Male",40,"<=50K"
26,"Private",12,"Single","White-Collar","White","Female",8,"<=50K"
35,"Government",9,"Married","Blue-Collar","White","Male",40,"<=50K"
29,"Private",5,"Single","Blue-Collar","White","Male",40,"<=50K"
54,"Private",10,"Married","Sales","White","Male",50,">50K"
36,"Government",10,"Separated","White-Collar","Black","Male",40,"<=50K"
25,"Private",13,"Married","Professional","White","Male",40,"<=50K"
18,"Government",6,"Single","Service","White","Male",25,"<=50K"
21,"Private",10,"Single","Sales","Black","Female",20,"<=50K"
22,"Private",9,"Married","Service","Black","Male",40,"<=50K"
52,"Private",9,"Married","Blue-Collar","White","Male",45,">50K"
36,"Self-Employed",10,"Married","Service","White","Female",40,"<=50K"
25,"Private",13,"Single","White-Collar","White","Female",60,"<=50K"
49,"Self-Employed",16,"Single","Professional","White","Male",70,">50K"
42,"Private",10,"Married","Sales","White","Male",50,">50K"
37,"Private",11,"Married","Sales","White","Male",54,"<=50K"
39,"Private",12,"Single","Blue-Collar","White","Male",40,"<=50K"
32,"Private",13,"Single","Professional","White","Male",40,"<=50K"
53,"Private",9,"Married","White-Collar","White","Male",40,"<=50K"
30,"Private",7,"Married","Blue-Collar","White","Male",40,"<=50K"
51,"Private",10,"Married","Service","White","Female",40,">50K"
62,"Government",11,"Divorced","White-Collar","Black","Female",40,"<=50K"
38,"Private",3,"Married","Blue-Collar","White","Male",40,"<=50K"
23,"Private",13,"Single","Service","White","Male",40,"<=50K"
39,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
37,"Government",10,"Single","White-Collar","White","Male",40,"<=50K"
27,"?",12,"Married","?","White","Female",40,"<=50K"
41,"Private",10,"Married","Blue-Collar","White","Male",40,"<=50K"
47,"Self-Employed",13,"Married","Sales","White","Male",40,">50K"
25,"Private",10,"Married","White-Collar","Black","Female",40,">50K"
35,"Private",12,"Divorced","Service","White","Female",50,"<=50K"
47,"Private",9,"Married","Blue-Collar","White","Male",45,">50K"
30,"Private",9,"Single","Service","White","Male",40,"<=50K"
29,"Private",11,"Married","Service","White","Male",40,"<=50K"
36,"Private",11,"Married","White-Collar","White","Female",50,">50K"
42,"Private",13,"Married","Blue-Collar","White","Male",60,"<=50K"
51,"Private",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
34,"Private",9,"Divorced","White-Collar","White","Male",40,"<=50K"
44,"Self-Employed",9,"Divorced","Blue-Collar","White","Male",60,"<=50K"
27,"Private",13,"Single","Blue-Collar","White","Male",41,"<=50K"
39,"Private",9,"Separated","Blue-Collar","Black","Male",40,"<=50K"
46,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
32,"Self-Employed",9,"Divorced","Sales","White","Male",62,"<=50K"
31,"Private",13,"Single","Sales","Black","Female",50,"<=50K"
23,"Private",7,"Single","Blue-Collar","White","Male",35,"<=50K"
47,"Private",14,"Married","White-Collar","White","Male",55,">50K"
66,"Private",13,"Married","Professional","White","Male",99,"<=50K"
26,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
52,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
53,"Self-Employed",7,"Widowed","White-Collar","White","Female",30,"<=50K"
48,"Self-Employed",13,"Married","White-Collar","Asian-Pac-Islander","Male",40,"<=50K"
37,"Self-Employed",12,"Separated","White-Collar","White","Male",50,"<=50K"
17,"Private",7,"Single","Service","White","Female",5,"<=50K"
50,"Private",11,"Married","Blue-Collar","White","Male",40,">50K"
28,"?",9,"Single","?","White","Female",40,"<=50K"
17,"Government",7,"Single","White-Collar","Black","Female",40,"<=50K"
39,"Private",10,"Divorced","Blue-Collar","Black","Male",40,"<=50K"
28,"Government",13,"Single","Service","Black","Female",40,"<=50K"
38,"Private",12,"Divorced","Blue-Collar","White","Male",40,"<=50K"
53,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
28,"Government",13,"Divorced","Professional","White","Male",40,"<=50K"
42,"Private",10,"Married","Professional","White","Male",32,">50K"
40,"Private",5,"Single","Blue-Collar","White","Male",45,"<=50K"
20,"Private",10,"Single","Blue-Collar","White","Male",40,"<=50K"
32,"Government",13,"Married","Service","White","Male",40,">50K"
23,"Government",13,"Single","White-Collar","White","Male",40,"<=50K"
25,"Private",13,"Single","Sales","Asian-Pac-Islander","Male",40,"<=50K"
41,"Private",9,"Married","Blue-Collar","Asian-Pac-Islander","Male",40,"<=50K"
42,"Private",13,"Married","Professional","White","Male",40,">50K"
18,"Private",8,"Single","Sales","White","Male",14,"<=50K"
29,"Government",13,"Married","Professional","White","Male",60,">50K"
36,"Private",9,"Married","Sales","White","Male",50,"<=50K"
34,"Private",6,"Married","Blue-Collar","White","Male",40,"<=50K"
34,"Private",9,"Divorced","Blue-Collar","White","Male",44,"<=50K"
48,"Government",15,"Married","Professional","White","Male",50,">50K"
36,"Self-Employed",15,"Married","Professional","White","Male",80,">50K"
67,"Government",9,"Widowed","Service","White","Male",40,"<=50K"
53,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
53,"Self-Employed",13,"Married","White-Collar","White","Male",40,">50K"
45,"Private",16,"Divorced","Professional","White","Male",45,">50K"
22,"Private",6,"Separated","Service","White","Female",35,"<=50K"
25,"Private",13,"Married","White-Collar","White","Male",43,"<=50K"
61,"Private",10,"Divorced","Service","White","Female",40,"<=50K"
31,"Government",10,"Single","White-Collar","Black","Female",40,"<=50K"
47,"Self-Employed",9,"Married","Professional","White","Male",38,"<=50K"
31,"Private",2,"Married","Professional","White","Male",45,"<=50K"
17,"Private",5,"Single","Sales","Other","Female",32,"<=50K"
38,"Self-Employed",10,"Married","Sales","White","Male",50,">50K"
23,"Private",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
42,"Private",10,"Widowed","White-Collar","Amer-Indian-Eskimo","Female",40,"<=50K"
78,"Private",3,"Married","Blue-Collar","Asian-Pac-Islander","Male",36,"<=50K"
54,"Private",11,"Married","White-Collar","White","Male",40,">50K"
26,"Government",13,"Single","White-Collar","Asian-Pac-Islander","Female",50,"<=50K"
30,"Private",9,"Married","Professional","White","Male",35,">50K"
46,"Private",13,"Married","Blue-Collar","White","Male",40,">50K"
26,"Private",13,"Single","Professional","Black","Female",45,"<=50K"
30,"Private",9,"Single","Sales","White","Female",35,"<=50K"
66,"Government",16,"Married","Professional","Black","Male",35,">50K"
23,"Private",9,"Single","Blue-Collar","Black","Male",40,"<=50K"
25,"Private",10,"Single","Service","White","Male",40,"<=50K"
32,"Self-Employed",13,"Married","Sales","White","Male",40,"<=50K"
25,"Government",9,"Married","Blue-Collar","White","Male",38,"<=50K"
51,"Private",7,"Married","Blue-Collar","White","Male",40,"<=50K"
24,"Government",13,"Single","Professional","White","Male",40,"<=50K"
22,"Private",10,"Single","Service","White","Female",40,"<=50K"
28,"Private",9,"Single","White-Collar","White","Female",40,"<=50K"
29,"Government",7,"Divorced","Service","Black","Female",20,"<=50K"
26,"Private",13,"Single","Service","White","Male",40,"<=50K"
41,"Government",13,"Single","White-Collar","White","Male",40,">50K"
19,"Private",10,"Single","Sales","White","Female",35,"<=50K"
39,"Private",9,"Married","Sales","Asian-Pac-Islander","Male",26,"<=50K"
51,"Private",15,"Married","Professional","White","Male",50,">50K"
29,"?",9,"Separated","?","Black","Female",20,"<=50K"
27,"Private",3,"Married","Blue-Collar","White","Male",40,"<=50K"
33,"Private",13,"Married","Professional","Black","Male",40,">50K"
19,"Private",9,"Single","Sales","White","Female",8,"<=50K"
67,"?",9,"Married","?","Black","Male",20,"<=50K"
41,"Private",13,"Married","Professional","White","Male",45,">50K"
29,"Government",14,"Married","Professional","White","Male",40,">50K"
28,"Private",9,"Married","White-Collar","Black","Male",40,"<=50K"
25,"Private",10,"Single","White-Collar","White","Male",40,"<=50K"
21,"Government",9,"Single","White-Collar","White","Male",36,"<=50K"
24,"Government",10,"Single","Service","White","Male",50,">50K"
48,"Private",7,"Divorced","Service","White","Female",31,"<=50K"
46,"Self-Employed",15,"Married","Professional","White","Male",60,">50K"
35,"Private",10,"Married","Sales","White","Male",50,"<=50K"
35,"Government",13,"Married","White-Collar","White","Male",40,">50K"
50,"Private",6,"Married","Blue-Collar","White","Male",40,"<=50K"
22,"Private",9,"Single","Sales","White","Female",40,"<=50K"
45,"Private",10,"Married","White-Collar","White","Male",40,"<=50K"
62,"Government",13,"Married","Professional","White","Female",40,"<=50K"
39,"Government",14,"Married","Professional","White","Male",45,">50K"
33,"Government",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
22,"Private",10,"Single","Blue-Collar","White","Female",30,"<=50K"
50,"Private",9,"Married","Blue-Collar","White","Male",48,">50K"
25,"Private",7,"Divorced","White-Collar","White","Female",40,"<=50K"
44,"Private",10,"Divorced","Service","White","Female",40,"<=50K"
26,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
31,"Government",14,"Divorced","White-Collar","White","Female",50,">50K"
56,"Private",9,"Married","Sales","White","Female",15,"<=50K"
49,"Self-Employed",4,"Married","Sales","White","Male",40,"<=50K"
49,"Private",8,"Married","Blue-Collar","White","Male",40,">50K"
46,"Private",9,"Widowed","White-Collar","White","Female",43,"<=50K"
33,"Private",10,"Single","Blue-Collar","Black","Male",40,"<=50K"
25,"Private",13,"Single","Professional","White","Female",30,"<=50K"
40,"Private",12,"Divorced","White-Collar","White","Female",40,">50K"
72,"?",4,"Divorced","?","White","Male",30,"<=50K"
32,"Government",14,"Single","Professional","White","Male",10,"<=50K"
44,"Private",13,"Married","Blue-Collar","White","Male",55,"<=50K"
48,"Private",9,"Divorced","White-Collar","White","Female",30,"<=50K"
17,"Private",6,"Single","Sales","White","Female",12,"<=50K"
50,"Private",11,"Married","Professional","White","Female",36,">50K"
61,"Private",10,"Married","White-Collar","White","Female",34,">50K"
22,"Government",9,"Single","Blue-Collar","Black","Male",40,"<=50K"
17,"Private",7,"Single","Blue-Collar","White","Male",17,"<=50K"
49,"Self-Employed",15,"Married","Professional","White","Male",60,">50K"
26,"Private",9,"Married","Service","White","Male",50,"<=50K"
19,"Government",10,"Single","Professional","White","Male",10,"<=50K"
17,"Private",8,"Single","Service","White","Female",16,"<=50K"
38,"Private",9,"Married","Service","White","Male",40,"<=50K"
34,"Government",11,"Divorced","Service","Asian-Pac-Islander","Male",40,"<=50K"
51,"Private",9,"Married","Blue-Collar","White","Male",50,">50K"
48,"Private",9,"Married","Blue-Collar","White","Male",42,">50K"
63,"Private",14,"Married","Professional","White","Male",50,">50K"
19,"Private",9,"Single","Blue-Collar","White","Female",40,"<=50K"
73,"Private",10,"Married","White-Collar","White","Female",36,">50K"
51,"Private",9,"Divorced","Professional","White","Female",43,"<=50K"
38,"Private",14,"Married","Service","Black","Male",40,"<=50K"
54,"Private",10,"Married","Professional","White","Male",40,">50K"
41,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
65,"?",13,"Married","?","White","Male",40,">50K"
36,"Self-Employed",13,"Married","White-Collar","White","Male",50,">50K"
42,"Private",4,"Married","Blue-Collar","Other","Male",40,"<=50K"
38,"Private",10,"Married","Blue-Collar","White","Male",40,">50K"
20,"?",10,"Single","?","White","Male",40,"<=50K"
37,"Government",13,"Married","White-Collar","White","Male",50,">50K"
35,"Government",9,"Married","Blue-Collar","White","Male",40,">50K"
51,"Self-Employed",10,"Married","Blue-Collar","White","Male",40,"<=50K"
23,"Private",11,"Single","White-Collar","White","Female",40,"<=50K"
27,"Government",13,"Single","Professional","Black","Female",40,"<=50K"
19,"?",10,"Single","?","White","Male",16,"<=50K"
37,"Private",11,"Married","Blue-Collar","White","Male",42,">50K"
29,"Private",9,"Married","Blue-Collar","White","Male",45,"<=50K"
33,"Private",2,"Married","Blue-Collar","White","Male",32,"<=50K"
60,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
22,"Private",13,"Single","White-Collar","White","Male",20,"<=50K"
22,"?",10,"Single","?","Black","Male",20,"<=50K"
60,"Government",11,"Widowed","Service","Black","Female",37,"<=50K"
35,"Private",7,"Separated","Service","White","Male",20,"<=50K"
45,"Private",11,"Divorced","White-Collar","White","Female",40,"<=50K"
30,"Private",9,"Married","Blue-Collar","Asian-Pac-Islander","Male",40,">50K"
43,"Self-Employed",10,"Married","White-Collar","White","Male",70,">50K"
32,"Government",14,"Single","White-Collar","White","Female",38,"<=50K"
35,"Private",9,"Married","Blue-Collar","White","Male",42,"<=50K"
32,"Private",11,"Divorced","Service","Black","Female",40,"<=50K"
61,"Private",11,"Married","Blue-Collar","Asian-Pac-Islander","Male",40,">50K"
40,"Government",14,"Divorced","White-Collar","White","Female",40,"<=50K"
20,"?",6,"Single","?","White","Female",30,"<=50K"
42,"Self-Employed",13,"Married","Sales","White","Male",60,">50K"
21,"Private",10,"Single","Sales","White","Female",35,"<=50K"
21,"Private",10,"Single","Sales","White","Female",20,"<=50K"
26,"Private",13,"Single","White-Collar","White","Female",40,"<=50K"
36,"Government",9,"Married","White-Collar","White","Male",60,">50K"
24,"Private",13,"Married","Sales","White","Male",40,"<=50K"
47,"Private",13,"Married","White-Collar","White","Male",57,">50K"
51,"Private",12,"Divorced","Service","White","Male",30,"<=50K"
