gender,age,race,age_partner,attractiveness,sincerity,intelligence,funny,ambitious,shared_interests,race_partner,field_study,match
female,33,Caucasian American,24,average,7,8,7,7,7,Caucasian American,English/Creative Writing/Journalism,0
female,33,Caucasian American,24,average,3,2,2,2,2,Hispanic American,English/Creative Writing/Journalism,0
female,33,Caucasian American,23,sligthly_above,6,7,6,5,5,Caucasian American,English/Creative Writing/Journalism,0
female,33,Caucasian American,27,average,6,8,3,6,2,Caucasian American,English/Creative Writing/Journalism,0
female,33,Caucasian American,34,sligthly_above,10,10,8,9,5,Caucasian American,English/Creative Writing/Journalism,0
female,33,Caucasian American,27,sligthly_above,8,8,9,8,5,Caucasian American,English/Creative Writing/Journalism,0
female,33,Caucasian American,26,average,7,6,6,6,6,Caucasian American,English/Creative Writing/Journalism,0
female,33,Caucasian American,29,sligthly_above,8,8,7,8,6,Caucasian American,English/Creative Writing/Journalism,0
female,33,Caucasian American,31,average,5,5,5,5,5,Caucasian American,English/Creative Writing/Journalism,0
female,25,Asian-American,24,average,8,8,8,7,7,Caucasian American,Fine Arts/Arts Administration,0
female,25,Asian-American,31,slightly_below,6,8,4,4,5,Caucasian American,Fine Arts/Arts Administration,0
female,25,Asian-American,29,average,7,6,6,6,7,Asian-American,Fine Arts/Arts Administration,0
female,25,Asian-American,22,average,6,6,7,5,3,Caucasian American,Fine Arts/Arts Administration,0
female,25,Asian-American,27,average,6,5,5,5,3,Asian-American,Fine Arts/Arts Administration,0
female,25,Asian-American,24,average,6,7,3,7,8,Caucasian American,Fine Arts/Arts Administration,0
female,25,Asian-American,24,average,8,9,8,8,7,Hispanic American,Fine Arts/Arts Administration,1
female,25,Asian-American,23,sligthly_above,8,7,7,7,8,Caucasian American,Fine Arts/Arts Administration,0
female,25,Asian-American,27,below,4,3,2,3,1,Caucasian American,Fine Arts/Arts Administration,0
female,25,Asian-American,34,average,9,8,7,9,5,Caucasian American,Fine Arts/Arts Administration,0
female,25,Asian-American,27,average,8,8,7,8,7,Caucasian American,Fine Arts/Arts Administration,0
female,25,Asian-American,26,average,7,6,6,6,5,Caucasian American,Fine Arts/Arts Administration,0
female,25,Asian-American,29,sligthly_above,8,8,6,8,4,Caucasian American,Fine Arts/Arts Administration,1
female,25,Asian-American,31,average,5,5,5,5,5,Caucasian American,Fine Arts/Arts Administration,0
male,24,Caucasian American,38,sligthly_above,9,9,7,8,8,Caucasian American,Law,0
male,24,Caucasian American,33,average,7,7,5,7,7,African American,Law,0
male,24,Caucasian American,24,average,8,9,4,9,3,Caucasian American,Law,0
male,24,Caucasian American,28,average,5,5,5,5,5,Caucasian American,Law,0
male,24,Caucasian American,23,sligthly_above,10,10,4,10,4,Caucasian American,Law,0
male,24,Caucasian American,25,sligthly_above,8,8,7,8,7,Caucasian American,Law,0
male,24,Caucasian American,24,average,8,8,6,8,6,Caucasian American,Law,0
male,24,Caucasian American,28,average,9,5,3,6,3,Caucasian American,Law,0
male,24,Caucasian American,26,below,2,2,2,5,2,Caucasian American,Law,0
male,24,Caucasian American,22,sligthly_above,8,8,8,7,7,Caucasian American,Law,1
male,24,Caucasian American,24,average,8,8,7,7,7,Caucasian American,Law,0
male,24,Caucasian American,33,average,6,6,6,6,7,Caucasian American,Law,0
male,24,Caucasian American,25,sligthly_above,8,9,6,8,7,Asian-American,Law,0
male,29,Caucasian American,38,sligthly_above,7,7,7,7,7,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,33,sligthly_above,8,7,7,7,7,African American,Business/Econ/Finance,0
male,29,Caucasian American,24,sligthly_above,7,8,8,6,6,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,28,average,6,6,10,6,8,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,23,above,10,10,10,7,6,Caucasian American,Business/Econ/Finance,1
male,29,Caucasian American,25,sligthly_above,5,8,10,8,5,Caucasian American,Business/Econ/Finance,1
male,29,Caucasian American,25,sligthly_above,9,9,9,9,8,Caucasian American,Business/Econ/Finance,1
male,29,Caucasian American,24,average,6,6,6,6,6,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,28,sligthly_above,6,6,6,6,4,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,26,sligthly_above,8,9,10,9,6,Caucasian American,Business/Econ/Finance,1
male,29,Caucasian American,22,sligthly_above,8,8,7,6,6,Caucasian American,Business/Econ/Finance,1
male,29,Caucasian American,24,sligthly_above,9,7,8,6,8,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,25,sligthly_above,9,8,9,9,5,Asian-American,Business/Econ/Finance,0
male,29,Caucasian American,28,average,5,5,5,5,8,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,23,above,10,10,10,10,7,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,25,sligthly_above,8,8,9,8,7,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,25,sligthly_above,7,8,8,7,7,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,24,average,7,8,6,8,6,Caucasian American,Business/Econ/Finance,1
male,29,Caucasian American,28,sligthly_above,6,6,3,5,5,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,26,average,3,5,1,10,1,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,22,sligthly_above,8,9,8,8,7,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,38,sligthly_above,9,9,6,9,8,Caucasian American,Business/Econ/Finance,1
male,26,Caucasian American,33,average,8,8,7,7,7,African American,Business/Econ/Finance,0
male,26,Caucasian American,24,sligthly_above,6,8,6,6,6,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,28,average,8,8,8,8,8,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,23,above,10,10,10,10,10,Caucasian American,Business/Econ/Finance,1
male,26,Caucasian American,25,sligthly_above,9,9,8,9,8,Caucasian American,Business/Econ/Finance,1
male,26,Caucasian American,24,average,8,8,7,8,7,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,28,average,5,5,5,5,5,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,26,sligthly_above,7,8,7,10,5,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,22,average,6,8,6,9,6,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,24,sligthly_above,8,7,8,9,8,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,25,sligthly_above,9,9,7,9,5,Asian-American,Business/Econ/Finance,0
male,31,Caucasian American,38,sligthly_above,8,9,5,7,5,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,33,average,7,7,7,7,7,African American,Business/Econ/Finance,0
male,31,Caucasian American,24,sligthly_above,7,6,6,8,7,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,28,average,8,8,6,8,5,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,23,sligthly_above,10,10,8,10,7,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,25,sligthly_above,8,9,8,9,6,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,25,average,8,8,7,7,6,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,24,average,8,8,6,6,8,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,21,sligthly_above,10,10,2,8,3,Caucasian American,Business/Econ/Finance,1
male,31,Caucasian American,28,sligthly_above,8,8,6,9,7,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,26,average,9,9,4,9,2,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,22,sligthly_above,8,8,8,8,9,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,24,average,9,8,6,8,5,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,25,sligthly_above,9,8,5,8,3,Asian-American,Business/Econ/Finance,0
male,29,Asian-American,38,sligthly_above,9,9,8,9,5,Caucasian American,Math,1
male,29,Asian-American,33,average,5,7,3,7,2,African American,Math,0
male,29,Asian-American,24,average,8,8,8,9,5,Caucasian American,Math,0
male,29,Asian-American,28,average,7,8,9,10,7,Caucasian American,Math,0
male,29,Asian-American,23,average,10,9,4,8,4,Caucasian American,Math,0
male,29,Asian-American,25,average,7,9,9,8,5,Caucasian American,Math,0
male,29,Asian-American,25,average,8,8,7,8,7,Caucasian American,Math,0
male,29,Asian-American,24,below,8,8,8,8,7,Caucasian American,Math,0
male,29,Asian-American,21,average,10,8,5,10,3,Caucasian American,Math,0
male,29,Asian-American,28,average,8,6,5,9,3,Caucasian American,Math,0
male,29,Asian-American,26,below,8,9,4,10,3,Caucasian American,Math,0
male,29,Asian-American,22,average,8,7,6,7,6,Caucasian American,Math,0
male,29,Asian-American,24,average,9,9,7,7,8,Caucasian American,Math,0
male,29,Asian-American,33,average,10,9,8,8,8,Caucasian American,Math,0
male,29,Asian-American,25,average,9,9,6,9,2,Asian-American,Math,0
male,22,Caucasian American,38,average,9,9,6,9,5,Caucasian American,Engineering,0
male,22,Caucasian American,33,average,7,7,7,7,7,African American,Engineering,0
male,22,Caucasian American,24,average,8,8,7,6,6,Caucasian American,Engineering,0
male,22,Caucasian American,28,average,8,8,8,8,5,Caucasian American,Engineering,0
male,22,Caucasian American,23,average,10,9,4,9,5,Caucasian American,Engineering,0
male,22,Caucasian American,25,average,8,8,7,7,7,Caucasian American,Engineering,0
male,22,Caucasian American,24,average,8,8,7,6,5,Caucasian American,Engineering,0
male,22,Caucasian American,28,average,5,5,3,3,3,Caucasian American,Engineering,0
male,22,Caucasian American,26,below,10,8,7,9,2,Caucasian American,Engineering,0
male,22,Caucasian American,22,sligthly_above,9,7,7,6,5,Caucasian American,Engineering,1
male,22,Caucasian American,24,below,5,6,6,8,4,Caucasian American,Engineering,0
male,22,Caucasian American,25,average,9,8,6,7,5,Asian-American,Engineering,0
male,23,Caucasian American,38,above,9,9,6,8,5,Caucasian American,Engineering,0
male,23,Caucasian American,33,above,9,7,7,7,7,African American,Engineering,0
male,23,Caucasian American,24,sligthly_above,7,6,6,5,5,Caucasian American,Engineering,0
male,23,Caucasian American,28,sligthly_above,8,8,6,8,4,Caucasian American,Engineering,1
male,23,Caucasian American,23,above,10,9,10,10,7,Caucasian American,Engineering,1
male,23,Caucasian American,26,sligthly_above,7,7,7,7,5,Caucasian American,Engineering,0
male,23,Caucasian American,25,above,8,8,8,8,7,Caucasian American,Engineering,1
male,23,Caucasian American,24,average,7,7,6,7,6,Caucasian American,Engineering,0
male,23,Caucasian American,28,above,8,6,6,6,6,Caucasian American,Engineering,0
male,23,Caucasian American,26,above,8,8,8,7,7,Caucasian American,Engineering,1
male,23,Caucasian American,22,sligthly_above,7,6,6,6,5,Caucasian American,Engineering,0
male,23,Caucasian American,24,sligthly_above,7,7,7,7,8,Caucasian American,Engineering,1
male,23,Caucasian American,25,sligthly_above,9,8,6,9,4,Asian-American,Engineering,0
male,30,African American,38,average,8,9,6,7,7,Caucasian American,Political Science/International Affairs,0
male,30,African American,33,average,6,7,6,8,5,African American,Political Science/International Affairs,0
male,30,African American,24,sligthly_above,9,8,7,8,7,Caucasian American,Political Science/International Affairs,0
male,30,African American,28,average,9,9,8,9,8,Caucasian American,Political Science/International Affairs,0
male,30,African American,23,sligthly_above,10,10,10,10,7,Caucasian American,Political Science/International Affairs,0
male,30,African American,26,sligthly_above,8,8,6,8,6,Caucasian American,Political Science/International Affairs,0
male,30,African American,25,average,8,8,7,8,7,Caucasian American,Political Science/International Affairs,0
male,30,African American,24,below,8,8,8,8,7,Caucasian American,Political Science/International Affairs,0
male,30,African American,28,average,8,7,5,8,3,Caucasian American,Political Science/International Affairs,0
male,30,African American,26,average,10,10,7,10,5,Caucasian American,Political Science/International Affairs,0
male,30,African American,22,average,8,8,6,8,5,Caucasian American,Political Science/International Affairs,0
male,30,African American,24,average,7,8,6,7,5,Caucasian American,Political Science/International Affairs,0
male,30,African American,33,average,7,8,8,9,8,Caucasian American,Political Science/International Affairs,0
male,30,African American,25,average,8,9,8,9,7,Asian-American,Political Science/International Affairs,0
male,27,Asian-American,38,sligthly_above,6,8,7,9,5,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,33,average,5,5,5,5,5,African American,Business/Econ/Finance,1
male,27,Asian-American,24,average,9,8,5,6,9,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,28,sligthly_above,8,8,10,8,8,Caucasian American,Business/Econ/Finance,1
male,27,Asian-American,23,average,10,10,10,10,7,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,25,sligthly_above,7,8,9,10,6,Caucasian American,Business/Econ/Finance,1
male,27,Asian-American,26,sligthly_above,6,7,8,8,6,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,25,sligthly_above,9,8,8,8,7,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,24,average,7,8,7,8,6,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,21,average,10,10,10,10,10,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,28,average,7,6,8,5,3,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,26,below,2,10,10,10,3,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,22,sligthly_above,8,8,8,7,7,Caucasian American,Business/Econ/Finance,1
male,27,Asian-American,24,average,8,8,8,8,4,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,25,average,8,8,6,8,6,Asian-American,Business/Econ/Finance,0
male,24,Caucasian American,38,sligthly_above,9,8,7,7,9,Caucasian American,Film,0
male,24,Caucasian American,33,average,7,7,7,7,7,African American,Film,0
male,24,Caucasian American,24,above,10,10,10,10,10,Caucasian American,Film,0
male,24,Caucasian American,28,above,10,10,10,10,10,Caucasian American,Film,0
male,24,Caucasian American,23,above,10,10,7,9,9,Caucasian American,Film,1
male,24,Caucasian American,25,average,10,7,7,7,10,Caucasian American,Film,0
male,24,Caucasian American,25,sligthly_above,8,8,8,8,8,Caucasian American,Film,1
male,24,Caucasian American,24,average,8,8,6,8,5,Caucasian American,Film,0
male,24,Caucasian American,21,above,10,6,6,6,6,Caucasian American,Film,0
male,24,Caucasian American,28,average,10,9,7,8,5,Caucasian American,Film,0
male,24,Caucasian American,26,average,8,7,6,6,5,Caucasian American,Film,0
male,24,Caucasian American,22,sligthly_above,8,8,8,8,7,Caucasian American,Film,0
male,24,Caucasian American,24,average,9,8,6,7,7,Caucasian American,Film,0
male,24,Caucasian American,33,average,9,8,6,6,9,Caucasian American,Film,0
male,24,Caucasian American,25,average,8,8,5,4,6,Asian-American,Film,0
male,24,Hispanic American,38,sligthly_above,9,8,9,8,9,Caucasian American,Political Science/International Affairs,0
male,24,Hispanic American,33,average,6,7,6,6,6,African American,Political Science/International Affairs,0
male,24,Hispanic American,24,sligthly_above,10,6,6,6,6,Caucasian American,Political Science/International Affairs,0
male,24,Hispanic American,28,sligthly_above,6,6,8,6,8,Caucasian American,Political Science/International Affairs,1
male,24,Hispanic American,23,below,3,3,3,3,3,Caucasian American,Political Science/International Affairs,0
male,24,Hispanic American,25,above,10,8,10,10,10,Caucasian American,Political Science/International Affairs,1
male,24,Hispanic American,25,above,8,8,8,8,8,Caucasian American,Political Science/International Affairs,1
male,24,Hispanic American,24,average,6,6,6,7,5,Caucasian American,Political Science/International Affairs,0
male,24,Hispanic American,21,above,10,10,10,10,10,Caucasian American,Political Science/International Affairs,1
male,24,Hispanic American,28,average,5,6,6,9,5,Caucasian American,Political Science/International Affairs,0
male,24,Hispanic American,26,below,3,4,4,8,2,Caucasian American,Political Science/International Affairs,0
male,24,Hispanic American,22,sligthly_above,8,9,7,8,7,Caucasian American,Political Science/International Affairs,0
male,24,Hispanic American,24,sligthly_above,7,8,7,7,5,Caucasian American,Political Science/International Affairs,0
male,24,Hispanic American,25,sligthly_above,9,9,9,8,6,Asian-American,Political Science/International Affairs,1
male,23,Caucasian American,38,sligthly_above,9,9,7,8,5,Caucasian American,Engineering,0
male,23,Caucasian American,33,sligthly_above,8,8,8,8,8,African American,Engineering,1
male,23,Caucasian American,24,sligthly_above,8,8,8,8,9,Caucasian American,Engineering,1
male,23,Caucasian American,28,average,8,8,8,6,8,Caucasian American,Engineering,0
male,23,Caucasian American,23,sligthly_above,10,10,6,8,7,Caucasian American,Engineering,1
male,23,Caucasian American,25,above,9,9,9,9,7,Caucasian American,Engineering,1
male,23,Caucasian American,25,sligthly_above,8,9,8,8,7,Caucasian American,Engineering,0
male,23,Caucasian American,24,average,6,7,6,7,4,Caucasian American,Engineering,0
male,23,Caucasian American,28,sligthly_above,6,6,7,6,5,Caucasian American,Engineering,0
male,23,Caucasian American,26,sligthly_above,10,10,8,8,9,Caucasian American,Engineering,0
male,23,Caucasian American,22,sligthly_above,7,7,7,7,7,Caucasian American,Engineering,0
male,23,Caucasian American,24,average,9,8,7,6,6,Caucasian American,Engineering,0
male,23,Caucasian American,25,sligthly_above,9,9,7,7,4,Asian-American,Engineering,0
male,27,Caucasian American,38,above,6,8,7,7,8,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,33,average,6,7,6,8,6,African American,Business/Econ/Finance,0
male,27,Caucasian American,24,average,9,8,8,7,8,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,28,average,8,7,7,7,6,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,23,above,10,10,10,10,10,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,25,above,10,10,10,7,7,Caucasian American,Business/Econ/Finance,1
male,27,Caucasian American,25,sligthly_above,7,7,7,8,7,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,24,average,8,8,7,8,6,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,28,sligthly_above,9,8,8,6,6,Caucasian American,Business/Econ/Finance,1
male,27,Caucasian American,26,above,9,10,8,9,7,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,22,sligthly_above,8,7,7,6,5,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,24,sligthly_above,8,8,6,7,7,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,25,sligthly_above,9,9,8,8,5,Asian-American,Business/Econ/Finance,0
male,34,Caucasian American,38,sligthly_above,9,9,8,8,8,Caucasian American,Business/Econ/Finance,0
male,34,Caucasian American,24,average,8,8,7,7,6,Caucasian American,Business/Econ/Finance,0
male,34,Caucasian American,28,average,8,7,7,7,6,Caucasian American,Business/Econ/Finance,0
male,34,Caucasian American,23,above,10,10,10,10,7,Caucasian American,Business/Econ/Finance,0
male,34,Caucasian American,25,sligthly_above,7,8,9,9,9,Caucasian American,Business/Econ/Finance,0
male,34,Caucasian American,25,sligthly_above,9,9,8,9,8,Caucasian American,Business/Econ/Finance,1
male,34,Caucasian American,24,average,8,8,8,8,6,Caucasian American,Business/Econ/Finance,0
male,34,Caucasian American,28,sligthly_above,8,7,6,7,6,Caucasian American,Business/Econ/Finance,0
male,34,Caucasian American,26,average,8,9,8,8,6,Caucasian American,Business/Econ/Finance,0
male,34,Caucasian American,22,sligthly_above,8,8,8,8,7,Caucasian American,Business/Econ/Finance,0
male,34,Caucasian American,24,above,7,7,8,9,6,Caucasian American,Business/Econ/Finance,0
male,34,Caucasian American,25,sligthly_above,8,9,9,8,5,Asian-American,Business/Econ/Finance,0
male,27,Caucasian American,38,average,7,8,7,9,5,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,33,average,6,7,7,6,5,African American,Business/Econ/Finance,0
male,27,Caucasian American,24,average,8,7,7,6,5,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,28,average,8,8,8,8,8,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,23,sligthly_above,10,10,10,10,7,Caucasian American,Business/Econ/Finance,1
male,27,Caucasian American,25,sligthly_above,7,8,8,8,7,Caucasian American,Business/Econ/Finance,1
male,27,Caucasian American,28,average,5,5,5,5,5,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,26,slightly_below,3,3,1,8,1,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,22,sligthly_above,8,8,7,8,6,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,24,average,8,9,8,7,8,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,25,average,9,8,6,5,5,Asian-American,Business/Econ/Finance,0
male,26,Caucasian American,38,average,7,8,7,8,6,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,33,sligthly_above,7,7,7,7,4,African American,Business/Econ/Finance,0
male,26,Caucasian American,24,sligthly_above,8,5,6,8,7,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,28,average,8,8,7,8,7,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,23,sligthly_above,10,10,8,10,7,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,25,sligthly_above,8,8,8,7,7,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,24,average,7,8,6,6,5,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,28,average,6,5,5,6,5,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,26,average,8,10,8,8,8,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,22,sligthly_above,8,8,7,7,6,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,24,sligthly_above,8,8,6,7,7,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,33,sligthly_above,9,8,8,9,8,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,25,sligthly_above,8,8,6,7,5,Asian-American,Business/Econ/Finance,0
male,29,Caucasian American,38,average,6,9,6,9,5,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,24,sligthly_above,8,6,6,7,5,Caucasian American,Business/Econ/Finance,1
male,29,Caucasian American,28,sligthly_above,8,8,7,8,7,Caucasian American,Business/Econ/Finance,1
male,29,Caucasian American,23,above,8,9,7,10,7,Caucasian American,Business/Econ/Finance,1
male,29,Caucasian American,25,sligthly_above,8,9,9,9,8,Caucasian American,Business/Econ/Finance,1
male,29,Caucasian American,24,average,8,7,6,7,6,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,21,sligthly_above,10,10,6,10,2,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,28,average,6,6,6,6,4,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,26,average,6,7,3,7,1,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,22,sligthly_above,7,7,6,7,6,Caucasian American,Business/Econ/Finance,1
male,29,Caucasian American,24,average,6,7,5,9,2,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,33,sligthly_above,8,8,7,8,6,Caucasian American,Business/Econ/Finance,0
male,29,Caucasian American,25,average,9,9,6,9,5,Asian-American,Business/Econ/Finance,1
male,31,Caucasian American,38,average,6,6,6,6,6,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,33,slightly_below,1,1,1,1,1,African American,Business/Econ/Finance,0
male,31,Caucasian American,24,slightly_below,1,1,1,1,1,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,28,average,4,4,10,4,4,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,23,slightly_below,0,0,0,0,0,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,25,average,9,8,4,9,1,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,25,sligthly_above,5,8,6,6,5,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,24,below,1,3,4,2,1,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,28,average,8,6,6,6,5,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,26,slightly_below,1,1,1,1,1,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,24,average,6,8,4,10,1,Caucasian American,Business/Econ/Finance,0
male,31,Caucasian American,25,below,8,5,1,8,1,Asian-American,Business/Econ/Finance,0
female,25,Hispanic American,26,above,9,9,8,9,8,Caucasian American,"Social Science, Psychologist",1
female,25,Hispanic American,30,average,8,7,7,6,7,Caucasian American,"Social Science, Psychologist",1
female,25,Hispanic American,24,above,8,7,8,9,8,Asian-American,"Social Science, Psychologist",1
female,25,Hispanic American,28,average,8,9,8,7,6,Caucasian American,"Social Science, Psychologist",0
female,25,Hispanic American,24,sligthly_above,6,5,8,5,8,Caucasian American,"Social Science, Psychologist",1
female,25,Hispanic American,28,average,7,8,6,8,5,Caucasian American,"Social Science, Psychologist",0
female,25,Hispanic American,27,sligthly_above,8,8,9,9,6,Caucasian American,"Social Science, Psychologist",1
female,29,Caucasian American,26,sligthly_above,9,8,8,8,9,Caucasian American,"Social Science, Psychologist",1
female,29,Caucasian American,30,average,9,6,6,6,4,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,24,average,7,8,7,8,8,Asian-American,"Social Science, Psychologist",0
female,29,Caucasian American,28,average,7,8,5,6,5,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,24,below,8,5,4,2,7,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,28,average,8,8,5,7,4,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,27,average,9,9,7,7,4,Caucasian American,"Social Science, Psychologist",0
female,25,Asian-American,26,sligthly_above,9,9,8,8,7,Caucasian American,Law,0
female,25,Asian-American,30,sligthly_above,8,8,7,7,7,Caucasian American,Law,0
female,25,Asian-American,24,sligthly_above,7,8,8,8,7,Asian-American,Law,0
female,25,Asian-American,28,sligthly_above,8,9,8,7,7,Caucasian American,Law,0
female,25,Asian-American,24,average,7,6,5,5,3,Caucasian American,Law,0
female,25,Asian-American,28,average,8,9,7,8,6,Caucasian American,Law,0
female,25,Asian-American,27,sligthly_above,9,9,9,8,6,Caucasian American,Law,0
female,28,Caucasian American,26,sligthly_above,9,9,7,9,7,Caucasian American,Social Work,1
female,28,Caucasian American,30,sligthly_above,8,8,6,7,6,Caucasian American,Social Work,0
female,28,Caucasian American,24,average,8,8,6,8,5,Asian-American,Social Work,0
female,28,Caucasian American,28,sligthly_above,8,9,6,9,6,Caucasian American,Social Work,0
female,28,Caucasian American,24,average,7,6,6,4,8,Caucasian American,Social Work,0
female,28,Caucasian American,28,average,10,9,8,8,9,Caucasian American,Social Work,0
female,28,Caucasian American,27,average,8,8,5,7,6,Asian-American,Social Work,0
female,22,Caucasian American,26,above,9,9,9,8,9,Caucasian American,Social Work,1
female,22,Caucasian American,30,sligthly_above,8,7,7,7,7,Caucasian American,Social Work,0
female,22,Caucasian American,24,sligthly_above,7,7,8,8,7,Asian-American,Social Work,1
female,22,Caucasian American,28,sligthly_above,7,8,6,7,5,Caucasian American,Social Work,0
female,22,Caucasian American,24,above,8,8,9,6,5,Caucasian American,Social Work,0
female,22,Caucasian American,28,average,6,9,7,9,7,Caucasian American,Social Work,0
female,22,Caucasian American,27,sligthly_above,7,6,7,5,7,Asian-American,Social Work,0
female,22,Caucasian American,27,sligthly_above,9,9,9,7,6,Caucasian American,Social Work,0
female,25,Asian-American,30,sligthly_above,8,6,7,7,6,Caucasian American,Social Work,1
female,25,Asian-American,24,sligthly_above,6,7,7,6,6,Asian-American,Social Work,0
female,25,Asian-American,28,sligthly_above,8,8,7,7,6,Caucasian American,Social Work,0
female,25,Asian-American,24,average,4,4,2,2,1,Caucasian American,Social Work,0
female,25,Asian-American,28,average,6,8,5,8,4,Caucasian American,Social Work,0
female,25,Asian-American,27,sligthly_above,6,6,7,6,8,Asian-American,Social Work,1
female,25,Asian-American,27,average,9,9,7,7,5,Caucasian American,Social Work,0
male,26,Caucasian American,25,average,7,6,8,7,4,Hispanic American,Business/Econ/Finance,1
male,26,Caucasian American,29,average,7,7,6,8,6,Caucasian American,Business/Econ/Finance,1
male,26,Caucasian American,25,sligthly_above,8,8,7,8,6,Asian-American,Business/Econ/Finance,0
male,26,Caucasian American,28,average,7,6,6,5,8,Caucasian American,Business/Econ/Finance,1
